DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo
17/05/2014,F1,"Drill 6-1/8” hole (AGS/MWD/LWD) from 3769 m to 4248 mMD/ 2644.0 mTVD w/ 1.40 SG SDF. No losses. BHCT 155?C. BG 2%. Gas peak: 23.67%@ 4115 mMD/ 2522.9 mTVD. Formation: Top FM2B: 3770 mMD/ 2210.28 mTVD : 50-90% CLYST, 5-50% SST, 0-5% COAL Top FM2A : 4033 mMD/ 2448.73 mTVD : 60-95% CLYST, 5-40% SST, 0-5% COAL. Well path: 11.7 m right and 23 m below the plan. Drilling parameters : Rotate: WOB 10-15 klbs, 1000 lpm, SPP 4200/4300 psi, 200 rpm, 8-10/10-12 kft-lbs (off/on btm). Rotate: 482 m/ 12.33 hrs. Avg ROP 39.09 m/hr. P/U wt 190 klbs, S/O wt 111 klbs, R/T wt 142 klbs. Note: - At 4245 m, mud cooler temp in 45?C, temp out 39?C, flow line temp 62?C. - Increase MW from 1.40 to 1.42 SG since 4230 m. ===00:00 - 06:00 hrs operation === 00:00 - 06:00 hrs Cont to drill 6-1/8"" hole (AGS/MWD/LWD) from 4248 m to 4380 mMD/ 2765.3 mTVD w/ 1.42 SG SDF. No losses. BHCT 166 deg C. - At 4258 m, Could not get Resistivity data from LWD. Downlink LWD to add data channel - Neg. Suspected LWD resistivity tool failed. Well path: 11.5 m right and 27.7 m below the plan. "
17/05/2014,P4F,"Circulate & condition mud till MW in/out  = 1.60/1.60SG. (840 lpm, 1950 psi, 1.80 SG ECD). No losses. Max gas 4.94%,BG 0.71%. MW out vary from 1.57 SG to 1.64SG. "
17/05/2014,C1,"Circulate bottom up (1000 lpm, 900 psi). No losses."
17/05/2014,C1,"Cont RIH 7"" casing from 1992 m to 3257 m. Speed 22 jts/hr. No losses. === 00:00 - 06:00 hrs operation === 00:00 - 02:15 hrs Cont RIH 7"" casing from 3257 m to 3733 m. Speed 20 jts/hr. No losses. 02:15 - 02:45 hrs M/U hanger assembly and landing string. Wash down last landing joint with 900 lpm, 400 psi. Land 7"" casing hanger with landing weight 135 klbs. Float collar@ 3738.47 m, Float shoe @ 3763.0 m( 2204.0 mTVD). Total run: 296 jts of 7"" casing, 29#, TPCQ, T-95, R3 + 1 Pup jt + 1 Float Shoe assy. + 1 Float collar assy + 1 intermediate jt. 02:45 - 03:15 hrs Hold PJSM. R/D 500 tons elevator & Fill up tool. 03:15 - 03:30 hrs Hold PJSM. R/U cement head and surface line. 03:30 - 05:00 hrs Circulate prior to cement job (1000 lpm, 1400 psi). No losses. Max gas : 7.2%. 05:00 - 05:45 hrs Rig pump 1.30 SG MCS-GS Spacer 25.6 m3 (1000 lpm, 1200 psi). No losses. 05:45 - 06:00 hrs Line up to cement unit. Cement unit flush line with 0.8 m3 of SW."
17/05/2014,F3,"Pump Low vis (4.8 m3)/Hi-dens (10.3 m3) pill and circulate hole clean at 3090 m (2500 lpm, 3300 psi, 150 rpm, torque 11-12 kft-lbs). No losses."
17/05/2014,C1,"P/U shoe jt and check float - Ok. RIH 7"" casing (29 ppf TPCQ T-95, R3) to 1992 m (inside 9-5/8"" casing shoe). Speed 26 jts/hr. No losses."
17/05/2014,FN1A,"Cont circulate to raise MW from 1.54 SG to 1.57 SG and 1.60 SG (424 lpm, 1337 psi, 1.79 SG ECD). No losses."
17/05/2014,F3,"Circulate bottom up (635 lpm, 2550 psi, 1.838 SG ECD). No losses. Max gas 3.3%.  "
17/05/2014,C2,"Drop bottom plug. Mix and pump 28.46 m3 of 1.68 SG lead slurry (gas tight) and 8.9 m3 of 1.91 SG tail slurry (gas tight) with 790-560 lpm (used 8.9""hole size for calculation). No losses."
17/05/2014,C2,"Circulate prior to cement job (1000 lpm, 1400 psi). No losses. Max gas : 7.2%."
17/05/2014,C1,"Cont RIH 7"" casing from 3257 m to 3733 m. Speed 20 jts/hr. No losses."
17/05/2014,C2,"Rig pump 1.30 SG MCS-GS Spacer 25.6 m3 (1000 lpm, 1200 psi). No losses."
17/05/2014,C2,"Drop top plug. Cement unit displace cement with 1.59 m3 of 1.20 SG SDF. Rig cont to displace with 70.56 m3 of 1.20 SG SDF (600-250 lpm). Switch to cement unit and displace with 1.20 SG SDF. Bump plug after 7 bbls of SDF pumped with 1400 psi differential pressure (Calc diff press 1152 psi). CIP at 11:15 hrs. Cont to pump 1 m3 of SW to pressure test casing 4500 psi, Hold for 10 mins- Ok. Bleed off pressure - Float holding. Bleed off Volume 1 m3.  Note: - Total loss while displace cement 45 bbls.  - Pure spacer return to surface 54 bbls. - Planned TOC 1307 m, Est TOC 1136 m by volumetric calculation."
17/05/2014,F1,"Cont to drill 6-1/8"" hole (AGS/MWD/LWD) from 4248 m to 4435 mMD/2815.62 mTVD (TD planned) w/1.45 SG SDF. No losses. BHCT 171 degC. Well path: 30.92 m below & 10.77 m right to the proposal line. - At 4258 m, unable to get Resistivity data from LWD. Downlink LWD to add data channel - Neg. Suspected LWD resistivity tool failed. - Observe connection gas 50-80% (suspect from gas sand at 4177 mMD/2579.5 mVD). Raise MW from 1.42 to 1.45 SG."
17/05/2014,F3,"Perform pump off test 10 mins (MW 1.48 sg). Circulate bottom up with 1000 lpm, 4500 psi (ECD from mud logger 1.68 SG). Observed pump off gas 91.63% (BG 1%), reduce pump rate to 400 lpm (ECD from mud logger 1.59 sg) to accommodate volume of gas. Circulate to raise MW from 1.48 to 1.50 SG with 1000 lpm, 4500 psi. Observed gas 6.7% (BG 1%) - suspect from reduction of ECD when reduce flow rate to 400 lpm. No losses. "
17/05/2014,F1,"Cont to drill 6-1/8"" hole (AGS/MWD/LWD) from 4435 m to 4465 mMD/2842.88 mTVD meanwhile increase MW to 1.48 SG SDF. No losses. BHCT 166 degC. Well path at TD: 34.68 m below & 11.73 m right to the proposal line. Drilling parameters: Rotate: WOB 12-15 klbs,1000 lpm,SPP4300/4500 psi(UG/FG),200 rpm,10/12 kft-lbs(off/on btm). Rotate: 217 m/7.56 hrs. Avg ROP 28.7 m/hr. P/U 200 klbs, S/O 113 klbs, R/T 153 klbs. - Hole size from injected propane first/peak 6.87""/7.21""."
17/05/2014,C2,"Mix and pump 41.93 m3 1.50 SG lead slurry (5 bpm) and 7.95 m3 1.90 SG tail slurry (4-5 bpm, used 12.9"" hole size for calculation). No losses."
17/05/2014,F2B,"RIH 8-1/2"" BHA with 5"" DP stand from 757 m to 1032 m.  === 00:00 - 06:00 hrs operation === 00:00 - 01:30 hrs Cont RIH 8-1/2"" BHA with 5"" DP stand from 1032 m to 1933 m. 01:30 - 01:45 hrs Wash down with 450 lpm, 100 psi to tag top of cement @ 1961 m. 01:45 - 02:15 hrs Line up to cement unit. Flush and pressure test line to 3500 psi - Ok. Pressure test 9-5/8"" casing to 2900 psi/10mins - Ok. 02:15 - 02:45 hrs Perform Kick/Choke drill. 02:45 - 04:15 hrs Drill out cement, shoe and clean out rat hole to 2010 m (FC@ 1994.14 m, FS@ 2007.5 m) meanwhile displacing hole to 1.15 SG SDF. Cont to drill 3 m new formation to 2013 m. 04:15 - 05:15 hrs Circ condition mud prior to FIT ( 2000 lpm, 1800 psi). Note: FIT sample 30% Clyst, 70% cement. 05:15 - 05:45 hrs Space out for FIT. Line up to cement unit. Cement unit flush & test surface line 1000 psi. Perform FIT to 1.60 SG EMW. (Pressure 762 psi, Shoe 1191.91 mTVD, 1.15 SG SDF). Total volume pump/return = 0.28/0.28 m3. 05:45 - 06:00 hrs Drill 8-1/2"" directional hole (RSS,MWD, LWD) from 2013 m to 2020 mMD/ 1197.9 mVD w/ 1.15 SG SDF. No losses."
17/05/2014,C2,"Drop top plug (NR). Cement unit displace cement with 1.59 m3 SW. Rig cont to displace with 55.65 m3 ( 950 lpm) of 1.03 SG SW. Cement unit final displace with 20.32 m3 SW. Total loss 17 bbls. Bump plug with final pressure 455 psi (Calc dif press 529 psi). CIP @ 04:36 hrs. Pump 3 bbls to pressure test casing to 2900 psi/10 mins. Observed pressure slowly drop to 100 psi in 3 mins. Bleed off pressure to zero (return 2.2 bbls), float holding. Note: TOC by volumetric calculation at 772 m (Plan TOC @ 700 m)."
17/05/2014,C2,"Cont circulate prior to cement job (1000 lpm, 150 psi). Circulate until temp stable and gas down (Max gas 7%). Observed mud loss total 5 bbls during circulation."
17/05/2014,C2,"Line up to cement unit, pump 0.8 m3 SW. Pressure test line to 300/5000 psi. Cement unit pump 2.4 m3 SW. No losses."
17/05/2014,P4F,"N/D BOP, pull above platform and tranverse BOP from well center. ***Rig released from BK-31-C to BK-31-R @ 05:00 hrs on 1st June 2014. Total Days on well/AFE = 13.86/13.06 days.***  +++Offline Operation+++ 06:15 - 06:45 hrs R/D VG drilling adaptor. R/U cement bonnet. Remove BPV. R/U cement head and lines. 06:45 - 07:00 hrs BJ flush line and pressure test line to 5,000 psi - Ok. 07:00 - 09:15 hrs. Circulate prior to cement job (800 lpm, 980 psi). No losses. Circ until MW in/out = 1.60 SG. Temp out stable at 60?C. Max gas 1.80%. 09:15 - 11:00 hrs. Rig pump 1.59 m3 of base oil and 54.69 m3 of 1.62 SG MCS-GS spacer (885 lpm, 2500 psi). No losses. 11:00 - 12:00 hrs. Line up to Cement unit. Mix and pump 30 m3 of 1.68 SG Single slurry, pump rate 715 lpm (used 6.8"" hole size for calc). BJ Flush cement line 1.59 m3 of SW overboard and displace line with 0.8 m3 of 1.03 SG Retarded Brine. No losses. 12:00 - 13:15 hrs. Drop plug. Displace cement with 2.39 m3 of 1.03 SG Retarded Brine (477 lpm reducing to 318 lpm), 16.06 m3 of 0.76 SG base oil (477 lpm reducing to 239 lpm and 159 lpm) and 1.91 m3 of 1.03 SG Retarded Brine (159 m3, 0.25 m3 over calculation). Bump plug with 3700 psi/159 lpm and pressure up to 4200 psi (500 psi above final pump pressure). P-Test tubing to 4500 psi/10 min. CIP at 12:45 hrs. Perform inflow test 2000/1000 psi for 10 min. Bleed off - no back flow. Close annulus valve, Leave DHSV and cement head open. Note: - Pure spacer return to surface 22.74 m3.          - Estimate TOC @ 2365 m (Volumetric). Planned TOC 2430 m."
17/05/2014,F1,"Drill 8-1/2"" directional hole (RSS,MWD, LWD) from 2013 m to 3162 mMD/ 1748.2 mVD w/ 1.15 SG SDF. No losses. BHCT 104?C.  Present well path: 3.77 m right and 0.2 m below from plan. Drilling parameters : Rotate: WOB 15-20 klbs, 2500 lpm, SPP 3600/3700 psi(off/on), 150 rpm, 12-13/14-17 kft-lbs (off/on). P/U 210 klbs, S/O 95 klbs, R/T 140 klbs. Rotate: 1152 m/ 10.55 hrs. Avg ROP 109.19 m/hr. Gas Peak 6.5% at 2892 mMD/ 1617.47 mTVD. BG 2.01 %. Formation: Top FM2E @ 2000 mMD/ 1188.29 mTVD (70-90% Clyst, 10-30% Sst, 0-5% Coal). Top of FM2D @ 2530 mMD/ 1442.46 mTVD (70-90% Clyst, 10-30% Sst, 0-5% Coal). Note :- Increase MW from 1.15 SG to 1.17 SG before 1700 mTVD. - Pump Low vis (4 m3)/Hi-dens (8 m3) pill every 5 stands drilling.  === 00:00 - 06:00 hrs operation === 00:00 - 06:00 hrs Cont drilling 8-1/2"" directional hole (RSS,MWD, LWD) from 3162 m to 3446 mMD/ 1938.2 mVD w/ 1.20 SG SDF. No losses. BHCT 111?C. Present well path: 13.13 m right and 10.85 m below from plan. Note :- Increase MW from 1.17 SG to 1.20 SG before 1900 mTVD."
17/05/2014,FN1A,"Circulate to raise MW from 1.52 to 1.54 SG (620 lpm, 2300 psi, 1.72 SG ECD). No losses. Note: - Bring the flow rate up/down slowly while start/stop pump to avoid ballooning effect."
17/05/2014,FN1A,"Circulate bottom up (440 lpm, 1260 psi, 1.70 SG ECD). No losses. Pump off gas 8%, BG 0.8%.  Note:  - Bring the flow rate up/down slowly while start/stop pump to avoid ballooning effect."
17/05/2014,FN1A,"Circulate bottom up (620 lpm, 2265 psi, 1.70 SG ECD). No losses. Pump off gas 17.7%, BG 1.2%.  "
17/05/2014,FN1A,"Circulate to raise MW from 1.54 SG to 1.57 SG and 1.60 SG (359 lpm, 1090 psi, 1.75 SG ECD). No losses. ===00:00 - 06:00 Operations=== 00:00 - 04:15 Cont circulate to raise MW from 1.54 SG to 1.57 SG and 1.60 SG (424 lpm, 1337 psi, 1.79 SG ECD). No losses. 04:15 - 05:15 Flow check with 1.60 sg MW. Observe gain 0.175 m3/hr, slow & constant flow. Total gain 0.175 m3.  05:15 - 06:00 Pump out of hole 6-1/8"" BHA from 4465 m to 4355 m (200 lpm, 530 psi)."
17/05/2014,FN1A,"Circulate bottom up (717 lpm, 2740 psi, 1.74 SG ECD). No losses. Pump off gas 32%, BG 0.8%.  Note: - Bring the flow rate up/down slowly while start/stop pump to avoid ballooning effect          - Attempt to adjust flow rate to achieve 1.75 SG ECD (FIT 1.70 SG EMW). Max achievable ECD: 1.74 SG."
17/05/2014,C1A,"Hold PJSM. R/D BX-elevator. R/U Fill up tool, 500 ton elevators and long bails. Break circulation with 1000 lpm, 220 psi. No losses."
17/05/2014,C1,"Cont RIH 9 5/8"" casing from 287 m to 1913 m, speed 20 jt/hr. Total loss 36 bbls."
17/05/2014,C2,"Circulate prior to cement job ( 1000 lpm, 150 psi)  === 00:00 - 06:00 hrs operation === 00:00 - 01:30 hrs Cont circulate prior to cement job (1000 lpm, 150 psi). Circulate until temp stable and gas down (Max gas 7%). Observed mud loss total 5 bbls during circulation. 01:30 - 01:45 hrs Line up to cement unit, pump 0.8 m3 SW. Pressure test line to 300/5000 psi. Cement unit pump 2.4 m3 SW. No losses. 01:45 - 03:00 hrs Mix and pump 41.93 m3 1.50 SG lead slurry (5 bpm) and 7.95 m3 1.90 SG tail slurry (4-5 bpm, used 12.9"" hole size for calculation). No losses. 03:00 - 04:45 hrs Drop top plug (NR). Cement unit displace cement with 1.59 m3 SW. Rig cont to displace with 55.65 m3 ( 950 lpm) of 1.03 SG SW. Cement unit final displace with 20.32 m3 SW. Total loss 17 bbls. Bump plug with final pressure 455 psi (Calc dif press 529 psi). CIP @ 04:36 hrs. Pump 3 bbls to pressure test casing to 2900 psi/10 mins. Observed pressure slowly drop to 100 psi in 3 mins. Bleed off pressure to zero (return 2.2 bbls), float holding. Note: TOC by volumetric at 772 m (Plan TOC @ 700 m). 04:45 - 06:00 hrs R/D cement head. Release and pull out landing string. Observed hydraulic line for BX elevator leaked, change out the same-in progress."
17/05/2014,GN1C,"Circulate bottom up with 600 lpm, 2500 psi. Max gas 3%. No losses."
17/05/2014,GN1C,"Check P/U&S/O wt. Wash down with 100 lpm 580 psi 2 rpm 2 kft-lbs from 4070 m to tag top of fish at 4103 m. Apply 5 klbs WOB, pressure shoot up to 780 psi. Stop pump and rotation, pressure trap 780 psi. Check string weight, gain 2 klbs. Confirm engaged fish. Continue RIH from 4110 m to 4141 m (bottom of fish at 4177 m). Start pump and apply pressure to 1500 psi to burst rupture disc - Ok. Total losses during wash down 0.8 m3."
17/05/2014,GN1C,"Circulate bottom up (300 lpm, 1050 psi). Max gas 7.3%. No losses. Note: Observed losses when flow rate higher than 300 lpm. "
17/05/2014,GN1C,"Pump out of hole from 4141 m to 2700 m (inside 7"" casing window) with 300 lpm, 700 psi. No losses. Note : - Hole take proper fill up volume.                        - Observed gas 1-3% during pump out of hole."
17/05/2014,F1,"Cont to drill 6-1/8"" directional hole (AGS/Impulse MWD) from 3536 m to 4114 mMD/ 2997.8 mTVD with 1.58 SG SDF. BHCT 171?C at 4076.5 mMD/ 2964.8 mTVD. Well path: 1.2 m left and 6.6 m above to the plan BG 2.00%. Gas peak: 78%@ 3512.5 mMD/ 2496.0 mTVD. Formation: Top FM2B@ 3310 mMD/ 2330.88 mVD: 70-95% CLYST, 5-30% SST, 0-5% Coal. Drilling parameters : Rotate: WOB 12-15 klbs, 700-950 lpm, SPP 2700-4300/3000-4700 psi (UG/FG), 150-200 rpm, 9-11/12-14 kft-lbs (off/on btm). Rotate: 578 m/ 17.62 hrs. Avg ROP 32.8 m/hr. P/U 210 klbs, S/O 132 klbs, R/T 153 klbs. Note : - At 4112 m, mud cooler temp in/out: 41/38 degC, flow line temp 54 degC.           - Pump 4m3/4m3 Lovis/Hi den pills every 5 stands drilled. Observed cutting increase 20% at shaker when pill return to surface.           - BHA tendency: Drop 0.8 deg/std and Hold in Azi.           - Increase MW from 1.40 SG to 1.50 SG at 3566 mMD/ 2540 mTVD.           - While drilling from 3615 mMD/2579.5 mTVD to 3677 mMD/2629.2 mTVD, observed 3 connection gas 7-8%, background gas increase from 1% to 2%. increase MW from 1.50 SG to 1.55 and 1.58 SG.           - At 3767 m, observed loss rate 7 m3/hr. Reduce flow rate from 1000 lpm to 800 lpm and 700 lpm respectively. Loss rate reduce to 0.5-1.5 m3/hr@700 lpm. Observed well flow during pump off, well ballooning. Total downhole loss 22 m3.            - Observed BHCT reach 172 DegC (Impulse MWD limit 175 deg C) while drilling at 4085 mMD/2972.5 mVD. Reduce RPM from 200 to 150. BHCT reduce to 166 deg C."
17/05/2014,F1,"=== 00:00 - 06:00 hrs operation === 00:00 - 01:15 hrs Cont to drill 6-1/8"" hole (AGS/Impulse MWD) from 4114 m to 4135 mMD/ 3016.0 mTVD (Plan TD) with 150 rpm, 1.58 SG SDF.  - Average hole size from propane lag check : first 6.26"", peak 6.41"", average 6.33"
17/05/2014,C3,"Pull and L/D Diverter and Overshot. N/D BOP, pull above platform and tranverse BOP from well center. Install cement bonnet and cement head. ***Rig released from BK-31-H to BK-31-E @ 08:00 hrs on 30 June 2014. Total Days on well/AFE = 16.69/11.13 days.***  ===Offline operation=== 08:00 - 08:15 hrs  BJ flush line and pressure test line to 5,000 psi- ok. 08:15 - 10:30 hrs. Circulate prior to cement job (600 lpm, 1670 psi). No losses. Circ until MW in/out = 1.60 SG. Temp out stable at 57?C. Max gas 2.3%. 10:30 - 12:00 hrs. Rig pump 1.59 m3 of base oil and 48.5 m3 of 1.62 SG MCS-GS spacer (600 lpm, 1500 psi), No losses. 12:00 - 13:30 hrs. Line up to Cement unit. Mix and pump 29.33 m3 of 1.74 SG Gas tight single slurry, pump rate 480 lpm (used 6.35"" hole size for calc). BJ Flush cement line 3.18 m3 of SW overboard and displace line with 0.8 m3 of 1.03 SG Retarder Brine. No losses. 13:30 - 14:45 hrs. Drop plug. Displace cement with 2.4 m3 of 1.03 SG Retarded brine, 14 m3 of 0.78 SG Base oil and 2.5 m3 of 1.03 SG Retarded Brine (380 lpm), Bump plug with 4000 psi/300 lpm. P-Test tubing to 4500 psi/10 min. CIP at 14:30 hrs. Perform inflow test 2000/1000 psi for 10 min. Bleed off - no back flow. Close annulus valve, Leave DHSV and cement head open. Note:  - No losses during cement job.           - Pure spacer return to surface 22.26 m3.           - Estimate TOC @ 1965 m (Volumetric). Planned TOC 2075 m."
17/05/2014,P4F,"Circulate prior to install DHSV ( 800 lpm, 1800 psi). No losses. Max gas 3.8%. "
17/05/2014,C1,"Cont to RIH 7"" casing from 1910 m to HUD at 2834 m. Total loss 4.88 m3. Note: Work pass tight spot at 2760 m & wash down pass 2800 m (550 lpm, 1200 psi)."
17/05/2014,C1,"Circulate bottom up (1500 lpm, 580 psi). No losses. "
17/05/2014,C1,"P/U shoe track, check float - Ok. RIH 7"" casing (29 ppf TPCQ L80 R3) to 310 m. Losses 2.1 m3."
17/05/2014,C1,"Cont to RIH 7"" casing from 310 m to 1910 m. Total loss 8.75 m3. Note: Wash down to pass tight spot at 1880 m"
17/05/2014,F2A,"Back ream out of hole from 1870 m to 1780 m (3000 lpm, 2500 psi, 120 rpm). Losses 17 m3."
17/05/2014,F2A,"Back ream out of hole from 2795 m to 2450 m (3000 lpm, 2950 psi, 120 rpm). Losses 4.2 m3."
17/05/2014,F2A,"Sweep hole with 6.4 m3 of Hi-vis PHPA - cutting increase 5% when Hi-vis  pill on shakers. Circulate hole clean (3000 lpm, 2050 psi). Total loss 1.9 m3."
17/05/2014,F2A,"Observed pressure increase - pack off tendency. Sweep hole with 6.4 m3 of Hi-vis PHPA - cutting increase 5% when Hi-vis pill on shakers. Circulate hole clean (3000 lpm, 2500 psi). Losses 2.7 m3."
17/05/2014,F2A,"Sweep hole with 6.4 m3 of Hi-vis PHPA - cutting increase 5% when Hi-vis  pill on shakers. Circulate hole clean (3000 lpm, 1750 psi). No loss."
17/05/2014,F2A,"Observe pressure shoot up by 400 psi - no return. RIH back to 1800 m. Establish circulation - Ok. Sweep hole with 6.4 m3 of Hi-vis PHPA - cutting increase 5% when Hi-vis  pill on shakers. Circulate hole clean (3000 lpm, 2400 psi). Back ream to 1780 m. Total loss 21.7 m3."
17/05/2014,F2A,"Sweep hole with 6.4 m3 of Hi-vis PHPA  - cutting increase 5% when Hi-vis pill on shakers. Circulate hole clean (3000 lpm, 2820 psi, 120 rpm). Losses 3.2 m3."
17/05/2014,F2A,"Back ream out of hole from 1780 m to 1100 m (3000 lpm, 2050 psi, 120 rpm). Total loss 13 m3."
17/05/2014,F2A,"Back ream out of hole from 2450 m to 1870 m (3000 lpm, 2700 psi, 120 rpm). Losses 7.1 m3."
17/05/2014,F2A,"Back ream out of hole from 1100 m to 9-5/8"" casing shoe at 353 m (3000 lpm, 1750 psi, 120 rpm). Total loss 8.9 m3."
17/05/2014,F2B,"Circulate bottom up (650 lpm, 1900 psi, ECD 1.82 SG). No gain and no losses. Max gas 6.25%, BG 0.5%."
17/05/2014,F2C,"Flow check, well static and no breath back. Rack back 6 stds of 4"" HWDP. Break out bit. Handle and L/D BHA. Note: - Total losses while drilling and circulation 35.6 m3           - Total well breath back 19.1 m3."
17/05/2014,F1,"Drill 6-1/8"" hole (Motor/MWD) from 2784 m to 3055 mMD/ 2114.7 mTVD with 1.30 SG SDF. No losses. BHCT 107?C at 3034 mMD/ 2096.35 mTVD. BG 1.00 %. Gas peak: 46.85%@ 2908 mMD/ 1988.4 mTVD. Well path: 1.7 m right and 2.5 m below to the plan Formation: Top FM2C@ 2740 mMD/ mVD: 60-95% CLYST, 5-40% SST, 0-5% Coal Drilling parameters : Slide : WOB 5 klbs, 1000 lpm, SPP 2900/3150 psi. Rotate: WOB 5-8 klbs, 1000 lpm, SPP 2900/3400 psi, 80-125 rpm, 9/11 kft-lbs (off/on btm). Slide : 86 m/ 4.10 hrs. Avg ROP 20.98 m/hr. Rotate: 185 m/ 3.26 hrs. Avg ROP 56.75m/hr. P/U 175 klbs, S/O 115 klbs, R/T 135 klbs. Note : - At 3055 m, mud cooler temp in/out: 44/42 degC, flow line temp 54 degC.           - Increase MW from 1.20 SG to 1.30 SG at 2140 mTVD.           - Pump 4m3/4m3 Lovis/Hi den pills every 5 stands drilled.           - BHA tendency in rotate mode: drop 2 deg/stand and walk right 0.3 deg/stand.           - At 3055 m, lost signal from MWD. Attempt to get signal by recycle pump several times -Neg. "
17/05/2014,F1,"Resume drill 6-1/8"" hole (AGS/Impulse MWD) from 3055 m to 3536 mMD/ 2515.4 mTVD with 1.40 SG SDF. No losses. BHCT 137?C at 3498.5 mMD/ 2484.65 mTVD. BG 1.00%. Gas peak: 29%@ 3436 mMD/ 2433.6 mTVD. Well path: 4.8 m right and 0.76 m below to the plan Formation: Top FM2B@ 3310 mMD/ 2330.88 mVD: 70-95% CLYST, 5-30% SST, 0-5% Coal. Drilling parameters : Rotate: WOB 5-12 klbs, 1000 lpm, SPP 4300 psi (UG), 200 rpm, 9-10/10-11 kft-lbs (off/on btm). Rotate: 481 m/ 10.86 hrs. Avg ROP 44.29 m/hr. P/U 197 klbs, S/O 111 klbs, R/T 139 klbs. Note : - At 3535 m, mud cooler temp in/out: 43/39 degC, flow line temp 58 degC.           - Increase MW from 1.30 SG to 1.40 SG at 2240 mTVD.           - Pump 4m3/4m3 Lovis/Hi den pills every 5 stands drilled. Observed cutting increase 20-30% of shaker when pill return to surface.           - BHA tendency:  • Build 0.5-0.8 deg/std and Hold in Azi from 3055 m to 3334 m  in undergauge mode.                                        • Hold in Inc and Azi from 3334 m to 3536 m in undergauge mode.  === 00:00 - 06:00 hrs operation === 00:00 - 06:00 hrs Cont to drill 6-1/8"" hole (AGS/Impulse MWD) from 3536 m to 3709 mMD/ 2655.6 mTVD with 1.55 SG SDF. No losses. BHCT 150?C at 3671.9 mMD/ 2625.0 mTVD. Well path: 4.8 m right and 8 m above to the plan Note :  - Increase MW from 1.40 SG to 1.50 SG at 3566 mMD/ 2540 mTVD.             - While drilling from 3615 mMD/2579.5 mTVD to 3677 mMD/2629.2 mTVD, observed 3 connection gas, background gas increase from 1% to 2%. increase MW from 1.50 SG to 1.55 SG."
17/05/2014,F1,"Cont to drill 6-1/8"" hole (AGS/Impulse MWD) from 4135 m to 4165 mMD/ 3042.4 mTVD(Extended) with 700 lpm, 150 rpm, WOB 15 klbs, ECD 1.78 SG. Losses 3 m3."
17/05/2014,F4,"Pump 4 m3/4 m3 Lo-vis/Hi-den pills. Circulate hole clean (500-700 lpm, 1700-2700 psi, 150 rpm, 10 kft-lbs). Increase MW from 1.58 SG to 1.60 SG.  Note: Reduce flow rate to 500 lpm when MW 1.60 sg start come out to annulus, ECD 1.76 SG. Total volume loss 2.2 m3."
17/05/2014,F3,"Pump 4 m3/4 m3 Lo-vis/Hi-den pills and circulate bottom up (700 lpm, 2700 psi, 150 rpm, 10 kft-lbs), ECD 1.75 SG. Observed formation gas 4.74% from sand 21-70 at 4125 - 4127.5 m. Decide to extend TD to 4165 m. Note: - Hole size from Low-vis 6.28"", Hi-den 6.48"".            - Loss rate 1.2 m3/hr. Total volume losses 1.6 m3. "
17/05/2014,F1,"Cont to drill 6-1/8"" hole (AGS/Impulse MWD) from 4165 m to 4177 mMD/ 3052.7 mTVD(Final extended TD) with 1.58 SG SDF, ECD 1.78 SG. Well path: 25.1 m left and 35.25 m below to the plan BG 0.5%. Gas peak: 5.86%@ 4138 mMD/ 3018.6 mTVD. Formation: Top FM2B@ 3310 mMD/ 2330.88 mVD: 70-95% CLYST, 5-30% SST, 0-5% Coal. Drilling parameters : Rotate: WOB 12-15 klbs, 700 lpm, SPP 3000 psi, 150 rpm, 11/14 kft-lbs (off/on btm). Rotate: 63 m/ 2.93 hrs. Avg ROP 21.5 m/hr. P/U 210 klbs, S/O 132 klbs, R/T 153 klbs. Note : - At 4177 m, mud cooler temp in/out: 43/39 degC, flow line temp 57 degC.           - Total volume losses 2.2 m3."
17/05/2014,F3,"Circulate bottom up ( 700 lpm, 2800 psi, 150 rpm, 11 kft-lbs) ECD 1.78 SG. Losses 1 m3. Observed gas 5.85% from sand 21-80 at 4138-4140 m. Decide to extend TD to 4177 m."
17/05/2014,F3,"Circulate bottom up at 2754 m (650 lpm, 1800 psi). No gain and no losses. Max gas 5.8%, back ground gas 0.5%."
